Column1;Column2;Column3;Column4
प्रधानता;1;;remove
आदर्शवादी;1;;remove
ढोँगी;1;;remove
बौद्धिक;1;;remove
वस्तुगत;1;;remove
पद्धतिहरूलाई;1;;remove
झूटको;1;;remove
थिच्नु;1;;remove
प्रतिबद्धता;1;;remove
वर्गचेतनालाई;1;;remove
विलासिताका;1;;remove
भुलभुलैयाले;1;;remove
बृहत्;1;;remove
परिधि;1;;remove
मिच्नु;1;;remove
भ्रातृत्व;1;;remove
बन्धुत्व;1;;remove
एवं;1;;remove
न्यायका;1;;remove
चुचुरा;1;;remove
मुठारेर;1;;remove
रङ्गरोगनले;1;;remove
आर्थिक;1;;remove
लैङ्गिक;1;;remove
असमानताको;1;;remove
रणनीति;1;;remove
शिरोधार्य;1;;remove
पूजक;1;;remove
सङ्कीर्णताको;1;;remove
मस्तिष्कलाई;1;;remove
शोषक;1;;remove
पलाँस;1;;remove
सिँच्नु;1;;remove
चुहुनु;1;;remove
रुनु;1;;remove
डकैतीको;1;;remove
सज्जित;1;;remove
स्वर्गमा;1;;remove
सुविधाको;1;;remove
भूत;1;;remove
चढेर;1;;remove
आत्मसन्तुष्टि;1;;remove
विलासीताका;1;;remove
पाङ्ग्राले;1;;remove
वीरतालाई;1;;remove
किच्नु;1;;remove
झूट;1;;remove
पुऱ्याऊ;1;;remove
जाहीँ;1;;remove
ताहीं;1;;remove
गौरवपूर्ण;1;;remove
विगतलाई;1;;remove
थुक्नु;1;;remove
झूटो;1;;remove
सुखलाई;1;;remove
दिनुपरेको;1;;remove
मूल;1;;remove
बीज;1;;remove
आँकुरिँदैछ;1;;remove
माकुरिँदैछ;1;;remove
यावत;1;;remove
गैरजिम्मेवार;1;;remove
निभाई;1;;remove
इतिहासकै;1;;remove
खिच्नुपरेको;1;;remove
पिट्छन्;1;;remove
सुन्दैनन्;1;;remove
बिर्सिदिन्छन्;1;;remove
नबजाई;1;;remove
होनहार;1;;remove
हाईहाई;1;;remove
यादगार;1;;remove
बनाइदिन्छन्;1;;remove
वितृष्णाले;1;;remove
छटपटाइरहँदा;1;;remove
लालचकै;1;;remove
कसिएको;1;;remove
सम्बन्धनै;1;;remove
तोड्न;1;;remove
सधासधा;1;;remove
अमृत;1;;remove
लिन्छन्;1;;remove
फूलबारीका;1;;remove
फूलहरूजस्तै;1;;remove
सप्रेका;1;;remove
फक्रेका;1;;remove
गरिएका;1;;remove
नगरिएका;1;;remove
ढलेका;1;;remove
वासनासहित;1;;remove
वासनारहित;1;;remove
मल;1;;remove
अनेकअनेक;1;;remove
मिसिएका;1;;remove
यहाँको;1;;remove
सम्झिरहेछु;1;;remove
बाटोघाटो;1;;remove
पनमा;1;;remove
रमाएका;1;;remove
मनहरूलाई;1;;remove
आजसम्म;1;;remove
क्षणहरूलाई;1;;remove
पतन;1;;remove
सम्झनाहरूको;1;;remove
काटिरहेको;1;;remove
आइय्या;1;;remove
नबुझे;1;;remove
अव्यक्त;1;;remove
जमातबिचको;1;;remove
एक्लोपनको;1;;remove
छिनको;1;;remove
हराइरहेछु;1;;remove
डराइरहेछु;1;;remove
दुखाइरहेछु;1;;remove
देशविहीन;1;;remove
देशफिर्तीका;1;;remove
बुनिरहेछु;1;;remove
पुनःनिर्माण;1;;remove
भुल्लकड;1;;remove
भुलिसक्यौ;1;;remove
रमाइला;1;;remove
मित्रताको;1;;remove
त्यहीँबाट;1;;remove
भाथ्यो;1;;remove
तातेताते;1;;remove
बालकसरह;1;;remove
चप्लि;1;;remove
ओछ्याई;1;;remove
कोदालाको;1;;remove
बज्थ्यो;1;;remove
पिसाब;1;;remove
छुट्टीमा;1;;remove
धानको;1;;remove
सुत्ली;1;;remove
बजाउने;1;;remove
फुकेको;1;;remove
छुट्टी;1;;remove
बोराभरि;1;;remove
सुकेका;1;;remove
आछामेको;1;;remove
बेरेर;1;;remove
बिँडी;1;;remove
खिर्याउँछ;1;;remove
परर;1;;remove
अँगेरी;1;;remove
झ्याङ;1;;remove
रिजाब;1;;remove
होमवर्क;1;;remove
नगर्दा;1;;remove
क्लासबाट;1;;remove
भागी;1;;remove
ठुलाठुला;1;;remove
सखुवाका;1;;remove
लुकाउने;1;;remove
कन्सिरी;1;;remove
उखेल्दा;1;;remove
सराप्थ्यौँ;1;;remove
सर;1;;remove
नपरोस्;1;;remove
मिनेट;1;;remove
सेकेन्ड;1;;remove
गणित;1;;remove
फर्मुला;1;;remove
सोध्ने;1;;remove
सम्झेनौ;1;;remove
हेडसरको;1;;remove
भाटाको;1;;remove
चुटाइ;1;;remove
छेपारी;1;;remove
छाम;1;;remove
अर्काका;1;;remove
छिटाहरू;1;;remove
नमिठा;1;;remove
पीडादायक;1;;remove
भाग्दा;1;;remove
बेराबाट;1;;remove
खाता;1;;remove
छिटोछिटो;1;;remove
छिराएको;1;;remove
लगाएका;1;;remove
हाउडे;1;;remove
जोक्सहरुथोरै;1;;remove
अश्लीलहरू;1;;remove
लाबरको;1;;remove
ब्रेकमा;1;;remove
जुठोले;1;;remove
सुरूपसँग;1;;remove
अगि;1;;remove
बढेथ्यो;1;;remove
एसएलसीमा;1;;remove
साटीसाटी;1;;remove
छल्दै;1;;remove
चिट;1;;remove
चोरेपछि;1;;remove
एकसाथ;1;;remove
रहेनौँ;1;;remove
बिछोडिएको;1;;remove
रम्यौ;1;;remove
मित्रता;1;;remove
कत्ति;1;;remove
रमाउँदो;1;;remove
स्काइप;1;;remove
याहुमा;1;;remove
हेरा;1;;remove
टेक्स्ट;1;;remove
नछुटिने;1;;remove
सदाको;1;;remove
तेरोमेरो;1;;remove
नभनोस्;1;;remove
नदेखोस्;1;;remove
उत्पत्तिदेखि;1;;remove
पिउँछस्;1;;remove
पिउँछु;1;;remove
भूगोलचाहिँ;1;;remove
बहिष्करण;1;;remove
जन्मछन्;1;;remove
चाहिन्छन्;1;;remove
पृथ्वीका;1;;remove
जहाँका;1;;remove
खुलाउने;1;;remove
उकासेर;1;;remove
परिपूर्णतामा;1;;remove
पुर्याउने;1;;remove
नङ्ग्याउने;1;;remove
बुझाइदिएँ;1;;remove
नाङ्गिएको;1;;remove
लुटाएको;1;;remove
कुटिएको;1;;remove
खुलाउँथेँ;1;;remove
फूलाउने;1;;remove
बँडाउने;1;;remove
भन्थेँ;1;;remove
कटुतालाई;1;;remove
सत्यतामा;1;;remove
यथार्थतामा;1;;remove
यथार्थतालाई;1;;remove
प्रयोगात्मक;1;;remove
परीक्षणमा;1;;remove
ढाल्दै;1;;remove
अभाग्यवश;1;;remove
जिम्मा;1;;remove
उसैलाई;1;;remove
चिप्लो;1;;remove
छत्तिस;1;;remove
लडे;1;;remove
हराइनँ;1;;remove
अन्तरिक्ष;1;;remove
तापले;1;;remove
नगलेको;1;;remove
तिक्तता;1;;remove
रिक्ततालाई;1;;remove
ओझेलमा;1;;remove
यथार्थता;1;;remove
फलामे;1;;remove
चाबीको;1;;remove
अनिवार्यता;1;;remove
बाङ्गिएकै;1;;remove
चाबीमा;1;;remove
सन्तुष्ट;1;;remove
जुनहरू;1;;remove
खसाल्नु;1;;remove
मिल्किवेमा;1;;remove
समुन्द्र;1;;remove
भोटे;1;;remove
फलामको;1;;remove
लाहाले;1;;remove
बलिया;1;;remove
ताल्चाहरू;1;;remove
चाबीले;1;;remove
खुल्ने;1;;remove
भन्दथे;1;;remove
सुइँको;1;;remove
ताल्चाको;1;;remove
उपयोगिता;1;;remove
वास्तवमै;1;;remove
चाबीहरू;1;;remove
एक्कठ्ठ;1;;remove
एकीकृत;1;;remove
अन्तत;1;;remove
ओझेल;1;;remove
ठूला;1;;remove
शरणार्थीको;1;;remove
तेस्रो;1;;remove
आप्रवासी;1;;remove
जीवनले;1;;remove
बुझायो;1;;remove
पर्खाइ;1;;remove
वटै;1;;remove
तेब्बर;1;;remove
एउटाभन्दा;1;;remove
झलझली;1;;remove
आउँदछ;1;;remove
हुँदाको;1;;remove
केटाले;1;;remove
अम्फी;1;;remove
लुकीलुकी;1;;remove
आमैले;1;;remove
पालैपिलो;1;;remove
उत्ताउलो;1;;remove
ठान्दथेँ;1;;remove
अग्लो;1;;remove
पौवापाटी;1;;remove
गोरेटा;1;;remove
भर्ने;1;;remove
पँधेराले;1;;remove
प्रश्नका;1;;remove
फुलेका;1;;remove
अवसर;1;;remove
शिखरबाट;1;;remove
उचालिँदै;1;;remove
थेचारिँदै;1;;remove
पछारिँदै;1;;remove
लड्दै;1;;remove
पढ्दै;1;;remove
पहरासँग;1;;remove
अजम्मरी;1;;remove
साइनो;1;;remove
गाँस्दै;1;;remove
सुनकोस;1;;remove
मानस;1;;remove
अरुण;1;;remove
सप्तकोशी;1;;remove
ब्रम्हापुत्र;1;;remove
ऊसित;1;;remove
दोभान;1;;remove
चुनौतीहरूको;1;;remove
सामना;1;;remove
किनारासँग;1;;remove
उष्ण;1;;remove
बगरले;1;;remove
निल्छ;1;;remove
अनिश्चितताभित्र;1;;remove
गन्तव्यको;1;;remove
अँध्यारोभित्र;1;;remove
ज्योतिपुञ्जको;1;;remove
राजनीतिक;1;;remove
अस्थिरता;1;;remove
रोजगारीको;1;;remove
खोजीसँगै;1;;remove
गरिरहेछ;1;;remove
अनादिदेखि;1;;remove
अनन्तसम्मको;1;;remove
हिमशिखरदेखि;1;;remove
महासागरसम्म;1;;remove
महासागरको;1;;remove
अँगालोमा;1;;remove
हराउन;1;;remove
भ्रातृत्वप्रेम;1;;remove
सलबलाओस्;1;;remove
ढकमक्क;1;;remove
सकोस्;1;;remove
हर्के;1;;remove
बहादुरे;1;;remove
आदिले;1;;remove
हरिमाया;1;;remove
रनमतिले;1;;remove
पाऊन्;1;;remove
क्याक्टस;1;;remove
मुस्कुराउन;1;;remove
पर्दैनन्;1;;remove
चौतर्फ;1;;remove
फैलिन्छन्;1;;remove
बिदाइमा;1;;remove
हल्लिन्छन्;1;;remove
वीरत्व;1;;remove
अन्धकारमा;1;;remove
फस्छन्;1;;remove
चलिरहन्छन्;1;;remove
नबुझ्दा;1;;remove
तेजस्वी;1;;remove
लेख्छन्;1;;remove
